Loading xml library ...
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@8fc653 (name: project_progress_reports) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@b0114 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@15a9869 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _T55fEgGXEeq7_ZQxwn-cJA, orderingGuide: , presentationName: Project Progress Reports, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _L1cvkK7ZEemQ7cTEFn8TSQ, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@131f233 (name: project_status_reports) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1ca0758 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1f3bb54 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _T55fEwGXEeq7_ZQxwn-cJA, orderingGuide: , presentationName: Project Status Reports, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _QBsGgK7ZEemQ7cTEFn8TSQ, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@e3eb13 (name: information_distribution_) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@7f2996 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@12a1146 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _G7aZ8AGYEeq7_ZQxwn-cJA, orderingGuide: , presentationName: Information Distribution , suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _EYKRwYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _-cvkgAGXEeq7_ZQxwn-cJA, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
 === processing element TaskDescriptor: Organize The Executing Kick-Off Meeting
 === processing element DescriptorDescription: Organize The Executing Kick-Off Meeting,_eYFNQLftEem7QckxbB4RWQ
Element not handled: uma:additionallyPerformedBy=_YzCa4LfuEem7QckxbB4RWQ
Element not handled: uma:assistedBy=_iZrwILheEemp1JY05E_Q9A
Element not handled: uma:mandatoryInput=_mYxQwbfuEem7QckxbB4RWQ
Element not handled: uma:mandatoryInput=_mYxQwrfuEem7QckxbB4RWQ
Element not handled: uma:mandatoryInput=_mYxQw7fuEem7QckxbB4RWQ
Element not handled: uma:mandatoryInput=_mYx30LfuEem7QckxbB4RWQ
Element not handled: uma:mandatoryInput=_n5_b8PhlEempbtyQcmw4Ww
Element not handled: uma:mandatoryInput=_n5_b8fhlEempbtyQcmw4Ww
Element not handled: uma:output=_c3gl0LgCEemz84Wa1wAnQw
Element not handled: uma:performedPrimarilyBy=_Yp4lIK-6EemRF4v6c146Vw
 === processing element TaskDescriptor: Assign Work
 === processing element DescriptorDescription: Assign Work,_UhUCgK-UEemdbq4CQjKUEg
Element not handled: uma:additionallyPerformedBy=_YzCa4LfuEem7QckxbB4RWQ
Element not handled: uma:assistedBy=_u2i5cLheEemp1JY05E_Q9A
Element not handled: uma:mandatoryInput=_mYxQw7fuEem7QckxbB4RWQ
Element not handled: uma:mandatoryInput=_mYx30LfuEem7QckxbB4RWQ
Element not handled: uma:output=_1A0NULfwEem7QckxbB4RWQ
Element not handled: uma:performedPrimarilyBy=_Yp4lIK-6EemRF4v6c146Vw
 === processing element TaskDescriptor: Report The Project Performance
 === processing element DescriptorDescription: ,_xbsqULf8Eemz84Wa1wAnQw
Element not handled: uma:additionallyPerformedBy=_YzCa4LfuEem7QckxbB4RWQ
Element not handled: uma:assistedBy=_u2i5cLheEemp1JY05E_Q9A
Element not handled: uma:mandatoryInput=_Lw_bsLgAEemz84Wa1wAnQw
Element not handled: uma:mandatoryInput=_T9sXYLgAEemz84Wa1wAnQw
Element not handled: uma:mandatoryInput=_mYxQw7fuEem7QckxbB4RWQ
Element not handled: uma:mandatoryInput=_mYx30LfuEem7QckxbB4RWQ
Element not handled: uma:mandatoryInput=_tgGaoLgAEemz84Wa1wAnQw
Element not handled: uma:mandatoryInput=_zwU6kAGWEeq7_ZQxwn-cJA
Element not handled: uma:output=_Uc4xorf8Eemz84Wa1wAnQw
Element not handled: uma:output=_T55fEAGXEeq7_ZQxwn-cJA
Element not handled: uma:output=_T55fEQGXEeq7_ZQxwn-cJA
Element not handled: uma:output=_T55fEgGXEeq7_ZQxwn-cJA
Element not handled: uma:output=_T55fEwGXEeq7_ZQxwn-cJA
Element not handled: uma:performedPrimarilyBy=_Yp4lIK-6EemRF4v6c146Vw
 === processing element RoleDescriptor: project_manager_pm
 === processing element DescriptorDescription: project_manager_pm,_Yp4lIK-6EemRF4v6c146Vw
 === processing element RoleDescriptor: project_core_team_pct
 === processing element DescriptorDescription: project_core_team_pct,_YbKhwK-8EemRF4v6c146Vw
 === processing element RoleDescriptor: business_manager_bm
 === processing element DescriptorDescription: business_manager_bm,_YzCa4LfuEem7QckxbB4RWQ
 === processing element WorkProductDescriptor: business_case
 === processing element WorkProductDescriptor: project_charter
 === processing element WorkProductDescriptor: project_handbook
 === processing element DescriptorDescription: project_handbook,_mYxQw7fuEem7QckxbB4RWQ
 === processing element WorkProductDescriptor: project_work_plan
 === processing element WorkProductDescriptor: signed_off_work_assignments
 === processing element WorkProductDescriptor: quality_management_plan
 === processing element WorkProductDescriptor: audit_reports
 === processing element WorkProductDescriptor: project_logs_updated
 === processing element WorkProductDescriptor: quality_review_reports
 === processing element WorkProductDescriptor: communications_management_plan
 === processing element WorkProductDescriptor: project_logs
 === processing element WorkProductDescriptor: project_checklists
 === processing element WorkProductDescriptor: project_reports
 === processing element TaskDescriptor: Distribute The Information
 === processing element DescriptorDescription: Distribute The Information,_i3wtgLgBEemz84Wa1wAnQw
Element not handled: uma:assistedBy=_u2i5cLheEemp1JY05E_Q9A
Element not handled: uma:mandatoryInput=_Lw_bsLgAEemz84Wa1wAnQw
Element not handled: uma:mandatoryInput=_yzRkcLgAEemz84Wa1wAnQw
Element not handled: uma:mandatoryInput=_mYx30LfuEem7QckxbB4RWQ
Element not handled: uma:mandatoryInput=_c3gl0LgCEemz84Wa1wAnQw
Element not handled: uma:mandatoryInput=_T9sXYLgAEemz84Wa1wAnQw
Element not handled: uma:output=_G7aZ8AGYEeq7_ZQxwn-cJA
Element not handled: uma:performedPrimarilyBy=_Yp4lIK-6EemRF4v6c146Vw
 === processing element WorkProductDescriptor: minutes_of_meeting_mom
 === processing element RoleDescriptor: project_steering_committee_psc
 === processing element DescriptorDescription: project_steering_committee_psc,_iZrwILheEemp1JY05E_Q9A
 === processing element RoleDescriptor: project_owner_po
 === processing element DescriptorDescription: project_owner_po,_u2i5cLheEemp1JY05E_Q9A
 === processing element WorkProductDescriptor: all_project_plans_and_logs
 === processing element WorkProductDescriptor: any_requirement_documents
 === processing element TaskDescriptor: Ensuring The Project Quality
Element not handled: uma:additionallyPerformedBy=_YzCa4LfuEem7QckxbB4RWQ
Element not handled: uma:assistedBy=_Yp4lIK-6EemRF4v6c146Vw
Element not handled: uma:mandatoryInput=_EnzIQLf8Eemz84Wa1wAnQw
Element not handled: uma:mandatoryInput=_mYx30LfuEem7QckxbB4RWQ
Element not handled: uma:output=_Uc4xoLf8Eemz84Wa1wAnQw
Element not handled: uma:output=_Uc4xobf8Eemz84Wa1wAnQw
Element not handled: uma:output=_Uc4xorf8Eemz84Wa1wAnQw
Element not handled: uma:performedPrimarilyBy=_YbKhwK-8EemRF4v6c146Vw
 === processing element WorkProductDescriptor: outputs_of_the_monitor_project_performance_activity
 === processing element WorkProductDescriptor: contractor_status_report
 === processing element WorkProductDescriptor: custom_or_ad_hoc_reports
 === processing element WorkProductDescriptor: project_progress_reports
 === processing element WorkProductDescriptor: project_status_reports
 === processing element WorkProductDescriptor: information_distribution_
 === processing element Phase: Closing
 === processing element ActivityDescription: Closing,_eVdhQYuyEemyBLjcQ79CyA
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.TaskDescriptorImpl@10351bf (name: Organize The Project-End Review Meeting) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@2cda38 (name: descriptor_localUsingInfo) (value: _cn7dobhCEemmfcnVpghZrg/mandatoryInput/_cn7dorhCEemmfcnVpghZrg/mandatoryInput/_kPQJcbhEEemmfcnVpghZrg/mandatoryInput/_kPQJcrhEEemmfcnVpghZrg/mandatoryInput/_kPQJc7hEEemmfcnVpghZrg/mandatoryInput/_kPQJdLhEEemmfcnVpghZrg/mandatoryInput/_kPQJdbhEEemmfcnVpghZrg/mandatoryInput/_n1szELhBEemmfcnVpghZrg/performedPrimarilyBy/_5rFjcLhFEemmfcnVpghZrg/assistedBy/_-i38ULhGEemmfcnVpghZrg/output/_yQ-s4LhGEemmfcnVpghZrg/additionallyPerformedBy)], briefDescription: , id: _y7d7sLhDEemmfcnVpghZrg, orderingGuide: , presentationName: Organize The Project-End Review Meeting, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (group2: null, isEventDriven: true, isOngoing: false, isRepeatable: false) (task: null, group3: [uma:additionallyPerformedBy=_yQ-s4LhGEemmfcnVpghZrg, uma:assistedBy=_5rFjcLhFEemmfcnVpghZrg, uma:mandatoryInput=_cn7dobhCEemmfcnVpghZrg, uma:mandatoryInput=_cn7dorhCEemmfcnVpghZrg, uma:mandatoryInput=_kPQJcbhEEemmfcnVpghZrg, uma:mandatoryInput=_kPQJcrhEEemmfcnVpghZrg, uma:mandatoryInput=_kPQJc7hEEemmfcnVpghZrg, uma:mandatoryInput=_kPQJdLhEEemmfcnVpghZrg, uma:mandatoryInput=_kPQJdbhEEemmfcnVpghZrg, uma:output=_-i38ULhGEemmfcnVpghZrg, uma:performedPrimarilyBy=_n1szELhBEemmfcnVpghZrg], isSynchronizedWithSource: false)
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.TaskDescriptorImpl@be0f89 (name: Create Project End Report) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@14f7fe9 (name: XML_guidanceAdditional) (value: _v3HPMK2VEemSD-A1dmvfxg), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@8c4a16 (name: descriptor_localUsingInfo) (value: _n1szELhBEemmfcnVpghZrg/performedPrimarilyBy/_yQ-s4LhGEemmfcnVpghZrg/additionallyPerformedBy/_5rFjcLhFEemmfcnVpghZrg/assistedBy/_B4HZ0LhHEemmfcnVpghZrg/output/_-i38ULhGEemmfcnVpghZrg/mandatoryInput)], briefDescription: , id: _ogs6AKzfEemvwrP7A8OV1Q, orderingGuide: , presentationName: Create The Project-End Report, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: [uma:concept=_v3HPMK2VEemSD-A1dmvfxg], hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (group2: null, isEventDriven: true, isOngoing: false, isRepeatable: false) (task: null, group3: [uma:additionallyPerformedBy=_yQ-s4LhGEemmfcnVpghZrg, uma:assistedBy=_5rFjcLhFEemmfcnVpghZrg, uma:mandatoryInput=_-i38ULhGEemmfcnVpghZrg, uma:output=_B4HZ0LhHEemmfcnVpghZrg, uma:performedPrimarilyBy=_n1szELhBEemmfcnVpghZrg], isSynchronizedWithSource: false)
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.RoleDescriptorImpl@cfb665 (name: project_manager_pm) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@213f32 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@7db1e8 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: Responsible role for the project work on a daily basis., id: _n1szELhBEemmfcnVpghZrg, orderingGuide: , presentationName: Project Manager (PM), suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (role: _QyhO0IrwEem8zIo4sBy82g, responsibleFor: null)
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.RoleDescriptorImpl@19838b (name: project_owner_po) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@17c62f3 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@e515c1 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: User of the expected project deliverables., id: _qxGNMLhBEemmfcnVpghZrg, orderingGuide: , presentationName: Project Owner (PO), suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (role: _K1k50IrxEem8zIo4sBy82g, responsibleFor: null)
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@15e1e44 (name: all_other_project_plans_and_documents) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@18bc1bf (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1064b07 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _cn7doLhCEemmfcnVpghZrg, orderingGuide: , presentationName: All Other Project Plans And Documents, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _4UvYYLhBEemmfcnVpghZrg, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@1211abb (name: project_handbook) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@708225 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@17528ed (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: This document provides key information on approach that has been selected to manage the project. , id: _cn7dobhCEemmfcnVpghZrg, orderingGuide: , presentationName: Project Handbook, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _O44nIIsFEemPd45ge65XKw, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@2200b7 (name: project_work_plan) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@18932ca (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1c6f6b4 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _cn7dorhCEemmfcnVpghZrg, orderingGuide: , presentationName: Project Work Plan, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _T8aycIsFEemPd45ge65XKw, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@1748e21 (name: quality_management_plan) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1630b00 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@14a6a84 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _kLNB0LhCEemmfcnVpghZrg, orderingGuide: , presentationName: Quality Management Plan, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _leOVcK5pEemACMgn_a_4IA, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@15f558f (name: project_acceptance_note_if required) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@2fc003 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1ede88d (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: A document written by the project client to formally accept the project deliverables., id: _XaRQgLhDEemmfcnVpghZrg, orderingGuide: , presentationName: Project Acceptance Note (if required), suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _8lsBAK79EemQ7cTEFn8TSQ, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@177bbfe (name: project_archive_updated) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@cf7272 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@5a9bf0 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: Collection of experience acquired during different projects., id: _eJzDkLhDEemmfcnVpghZrg, orderingGuide: , presentationName: Project Archive (updated), suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _FTSqUK7-EemQ7cTEFn8TSQ, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@a1bbf6 (name: all_project_plans) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@d5b17 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1d8e646 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _kPQJcbhEEemmfcnVpghZrg, orderingGuide: , presentationName: All Project Plans, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _HCxeQLfuEem7QckxbB4RWQ, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@1c16a56 (name: business_case) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@a81ed3 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@92bb2 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: Justification of a proposed project based on the organization's strategy., id: _kPQJcrhEEemmfcnVpghZrg, orderingGuide: , presentationName: Business Case, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _cdAGQFNIEempSa88U3VI0g, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@b31a23 (name: project_charter) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@2054b9 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@228be8 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: This artefact provides a basis for the more detailed project planning. It defines the project’s objectives (i.e. scope, time, cost, quality), high-level requirements, risks and constraints, as well as the project milestones and deliverable(s)., id: _kPQJc7hEEemmfcnVpghZrg, orderingGuide: , presentationName: Project Charter, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _OH1RkIrtEem8zIo4sBy82g, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@1576865 (name: project_logs) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@19500ee (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@12a0579 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _kPQJdLhEEemmfcnVpghZrg, orderingGuide: , presentationName: Project Logs, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _pxuLgK7YEemQ7cTEFn8TSQ, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.WorkProductDescriptorImpl@127a8bf (name: project_reports) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1cde97e (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1201d9 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _kPQJdbhEEemmfcnVpghZrg, orderingGuide: , presentationName: Project Reports, suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (workProduct: _beqg8LX8EemvcaGlpNO5Kg, responsibleRole: null, group2: null, activityEntryState: , activityExitState: )
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.RoleDescriptorImpl@19cceef (name: project_steering_committee_psc) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@16cee73 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@1d47139 (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: , id: _5rFjcLhFEemmfcnVpghZrg, orderingGuide: , presentationName: Project Steering Committee (PSC), suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (role: _Q6vhQIrxEem8zIo4sBy82g, responsibleFor: null)
Element not handled: uma:breakdownElement=org.eclipse.epf.xml.uma.impl.RoleDescriptorImpl@144a3d3 (name: business_manager_bm) (group: [uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@dae8e2 (name: descriptor_createdByReference) (value: true), uma:methodElementProperty=org.eclipse.epf.xml.uma.impl.MethodElementPropertyImpl@a3993c (name: me_references) (value: <?xml version="1.0" encoding="UTF-8" standalone="no"?><me_references udtList=""/>)], briefDescription: Collaborating closely with the Project Manager, this role is involved in a project on a daily basis to ensure the client's needs are fulfilled., id: _yQ-s4LhGEemmfcnVpghZrg, orderingGuide: , presentationName: Business Manager (BM), suppressed: false) (fulfill: null, isAbstract: false, nodeicon: null, shapeicon: null) (presentedAfter: null, presentedBefore: null, planningData: null, superActivity: _eVdhQYuyEemyBLjcQ79CyA, group1: null, hasMultipleOccurrences: false, isOptional: false, isPlanned: false, prefix: ) (isSynchronizedWithSource: true) (role: _ZjhXsFNIEempSa88U3VI0g, responsibleFor: [_kPQJcrhEEemmfcnVpghZrg])
